transaction_id,date,month,month_number,year,merchant,description,category,subcategory,payment_method,amount,transaction_type,notes,is_recurring,weekday
TXN202501501,2025-08-21,August,8,2025,Metro,Metro - Metro,Transport,Metro,UPI,499,debit,Airport/Station trip,No,Thursday
TXN202501612,2025-08-21,August,8,2025,Swiggy,Swiggy - Online Food,Food,Online Food,Credit Card,1035,debit,Office meal,No,Thursday
TXN202500066,2025-08-22,August,8,2025,McDonalds,McDonalds - Restaurant,Food,Restaurant,Wallet,1056,debit,Late night order,No,Friday
TXN202500299,2025-08-22,August,8,2025,IRCTC,IRCTC - Train,Transport,Train,Debit Card,102,debit,Airport/Station trip,No,Friday
TXN202500490,2025-08-22,August,8,2025,Third Wave Coffee,Third Wave Coffee - Snacks,Coffee,Snacks,UPI,524,debit,Quick break,No,Friday
TXN202500039,2025-08-23,August,8,2025,Nykaa,Nykaa - Clothing,Shopping,Clothing,UPI,3791,debit,Personal item,No,Saturday
TXN202500389,2025-08-23,August,8,2025,Croma,Croma - Personal Care,Shopping,Personal Care,Net Banking,9055,debit,Replacement item,No,Saturday
TXN202500549,2025-08-23,August,8,2025,Jio,Jio - Internet,Bills & Utilities,Internet,UPI,3544,debit,Monthly bill,No,Saturday
TXN202500638,2025-08-23,August,8,2025,Nykaa,Nykaa - Clothing,Shopping,Clothing,Credit Card,4523,debit,Online purchase,No,Saturday
TXN202500761,2025-08-23,August,8,2025,Rapido,Rapido - Bus,Transport,Bus,Net Banking,2041,debit,Local travel,No,Saturday
TXN202501189,2025-08-23,August,8,2025,More Supermarket,More Supermarket - Daily Essentials,Groceries,Daily Essentials,Debit Card,1032,debit,Household items,No,Saturday
TXN202501303,2025-08-23,August,8,2025,Dominos,Dominos - Snacks,Food,Snacks,Credit Card,714,debit,Office meal,No,Saturday
TXN202501638,2025-08-23,August,8,2025,Dominos,Dominos - Snacks,Food,Snacks,UPI,1029,debit,Lunch order,No,Saturday
TXN202500006,2025-08-24,August,8,2025,Rapido,Rapido - Cab,Transport,Cab,Credit Card,1501,debit,Local travel,No,Sunday
TXN202500306,2025-08-24,August,8,2025,Zepto,Zepto - Daily Essentials,Groceries,Daily Essentials,Wallet,1174,debit,Monthly essentials,No,Sunday
TXN202500578,2025-08-24,August,8,2025,Amazon,Amazon - Clothing,Shopping,Clothing,UPI,3215,debit,Personal item,No,Sunday
TXN202500712,2025-08-24,August,8,2025,Blinkit,Blinkit - Fruits & Vegetables,Groceries,Fruits & Vegetables,UPI,2296,debit,Grocery refill,No,Sunday
TXN202501262,2025-08-24,August,8,2025,Zepto,Zepto - Daily Essentials,Groceries,Daily Essentials,Credit Card,3983,debit,Grocery refill,No,Sunday
TXN202500010,2025-08-25,August,8,2025,More Supermarket,More Supermarket - Daily Essentials,Groceries,Daily Essentials,Debit Card,708,debit,Grocery refill,No,Monday
TXN202500209,2025-08-25,August,8,2025,Spotify,Spotify - Subscription,Bills & Utilities,Subscription,Credit Card,3578,debit,Subscription,No,Monday
TXN202500594,2025-08-25,August,8,2025,Zepto,Zepto - Household,Groceries,Household,Credit Card,1689,debit,Monthly essentials,No,Monday
TXN202500882,2025-08-25,August,8,2025,Haldiram's,Haldiram's - Snacks,Food,Snacks,Debit Card,655,debit,Dinner,No,Monday
TXN202500088,2025-08-26,August,8,2025,RedBus,RedBus - Train,Transport,Train,UPI,1381,debit,Local travel,No,Tuesday
TXN202500681,2025-08-26,August,8,2025,Amazon,Amazon - Personal Care,Shopping,Personal Care,UPI,2692,debit,Online purchase,No,Tuesday
TXN202501109,2025-08-26,August,8,2025,Stationery Shop,Stationery Shop - Stationery,Education,Stationery,Debit Card,1521,debit,Course fee,No,Tuesday
TXN202501277,2025-08-26,August,8,2025,Prime Video,Prime Video - Events,Entertainment,Events,UPI,2874,debit,Event ticket,No,Tuesday
TXN202501429,2025-08-26,August,8,2025,More Supermarket,More Supermarket - Household,Groceries,Household,UPI,3319,debit,Grocery refill,No,Tuesday
TXN202500061,2025-08-27,August,8,2025,More Supermarket,More Supermarket - Daily Essentials,Groceries,Daily Essentials,Credit Card,1640,debit,Monthly essentials,No,Wednesday
TXN202500244,2025-08-27,August,8,2025,Myntra,Myntra - Electronics,Shopping,Electronics,Cash,9331,debit,Sale purchase,No,Wednesday
TXN202500433,2025-08-27,August,8,2025,BigBasket,BigBasket - Fruits & Vegetables,Groceries,Fruits & Vegetables,Wallet,1950,debit,Household items,No,Wednesday
TXN202500731,2025-08-27,August,8,2025,Amazon,Amazon - Clothing,Shopping,Clothing,UPI,4744,debit,Personal item,No,Wednesday
TXN202500947,2025-08-27,August,8,2025,CCD,CCD - Beverage,Coffee,Beverage,Debit Card,137,debit,Work coffee,No,Wednesday
TXN202500147,2025-08-28,August,8,2025,Udemy,Udemy - Books,Education,Books,Cash,6082,debit,Study material,No,Thursday
TXN202500257,2025-08-28,August,8,2025,Metro,Metro - Train,Transport,Train,UPI,2560,debit,Airport/Station trip,No,Thursday
TXN202500788,2025-08-28,August,8,2025,BookMyShow,BookMyShow - OTT,Entertainment,OTT,UPI,3305,debit,Game purchase,No,Thursday
TXN202501529,2025-08-28,August,8,2025,PlayStation Store,PlayStation Store - OTT,Entertainment,OTT,UPI,847,debit,Game purchase,No,Thursday
TXN202500051,2025-08-29,August,8,2025,McDonalds,McDonalds - Restaurant,Food,Restaurant,UPI,616,debit,Dinner,No,Friday
TXN202500113,2025-08-29,August,8,2025,Zepto,Zepto - Fruits & Vegetables,Groceries,Fruits & Vegetables,Debit Card,1567,debit,Fresh produce,No,Friday
TXN202500321,2025-08-29,August,8,2025,Tata Power,Tata Power - Electricity,Bills & Utilities,Electricity,UPI,3539,debit,Monthly bill,No,Friday
TXN202501317,2025-08-29,August,8,2025,Zepto,Zepto - Fruits & Vegetables,Groceries,Fruits & Vegetables,Credit Card,1742,debit,Fresh produce,No,Friday
TXN202500280,2025-08-30,August,8,2025,CCD,CCD - Cafe,Coffee,Cafe,Wallet,286,debit,Weekend cafe,No,Saturday
TXN202500447,2025-08-30,August,8,2025,IRCTC,IRCTC - Bike Taxi,Transport,Bike Taxi,Wallet,430,debit,Local travel,No,Saturday
TXN202500507,2025-08-30,August,8,2025,Steam,Steam - Movie,Entertainment,Movie,Cash,1762,debit,Game purchase,No,Saturday
TXN202500794,2025-08-30,August,8,2025,Apollo Pharmacy,Apollo Pharmacy - Medicine,Health,Medicine,UPI,825,debit,Doctor consultation,No,Saturday
TXN202501056,2025-08-30,August,8,2025,Spotify,Spotify - Electricity,Bills & Utilities,Electricity,Credit Card,2462,debit,Monthly bill,No,Saturday
TXN202501533,2025-08-30,August,8,2025,Flipkart,Flipkart - Online Shopping,Shopping,Online Shopping,Debit Card,8605,debit,Personal item,No,Saturday
TXN202501244,2025-08-31,August,8,2025,Google One,Google One - Subscription,Bills & Utilities,Subscription,UPI,2959,debit,Recharge,No,Sunday
TXN202501338,2025-08-31,August,8,2025,Freelance Payment,Freelance Payment - Freelance,Income,Freelance,UPI,9281,credit,Freelance payout,No,Sunday
TXN202501644,2025-08-31,August,8,2025,IRCTC,IRCTC - Bike Taxi,Transport,Bike Taxi,UPI,2041,debit,Weekend travel,No,Sunday
TXN202500800,2025-09-01,September,9,2025,Blue Tokai,Blue Tokai - Beverage,Coffee,Beverage,Net Banking,400,debit,Quick break,No,Monday
TXN202500832,2025-09-01,September,9,2025,Spotify,Spotify - Electricity,Bills & Utilities,Electricity,UPI,3344,debit,Utility payment,Yes,Monday
TXN202500990,2025-09-01,September,9,2025,Myntra,Myntra - Clothing,Shopping,Clothing,Debit Card,10224,debit,Online purchase,No,Monday
TXN202501082,2025-09-01,September,9,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,Debit Card,974,debit,Late night order,No,Monday
TXN202501096,2025-09-01,September,9,2025,Uber,Uber - Cab,Transport,Cab,Debit Card,100,debit,Weekend travel,No,Monday
TXN202501416,2025-09-01,September,9,2025,Ola,Ola - Train,Transport,Train,UPI,1793,debit,Office commute,No,Monday
TXN202500512,2025-09-02,September,9,2025,BigBasket,BigBasket - Daily Essentials,Groceries,Daily Essentials,Debit Card,4824,debit,Grocery refill,No,Tuesday
TXN202500849,2025-09-02,September,9,2025,More Supermarket,More Supermarket - Monthly Grocery,Groceries,Monthly Grocery,Credit Card,4627,debit,Monthly essentials,No,Tuesday
TXN202501370,2025-09-02,September,9,2025,Airtel,Airtel - Subscription,Bills & Utilities,Subscription,Wallet,2430,debit,Subscription,Yes,Tuesday
TXN202501602,2025-09-02,September,9,2025,Croma,Croma - Electronics,Shopping,Electronics,Debit Card,9958,debit,Online purchase,No,Tuesday
TXN202500243,2025-09-03,September,9,2025,Rapido,Rapido - Bus,Transport,Bus,UPI,399,debit,Airport/Station trip,No,Wednesday
TXN202500275,2025-09-03,September,9,2025,More Supermarket,More Supermarket - Fruits & Vegetables,Groceries,Fruits & Vegetables,UPI,4852,debit,Household items,No,Wednesday
TXN202500317,2025-09-03,September,9,2025,Dominos,Dominos - Restaurant,Food,Restaurant,Wallet,181,debit,Dinner,No,Wednesday
TXN202500885,2025-09-03,September,9,2025,Netflix,Netflix - Mobile Recharge,Bills & Utilities,Mobile Recharge,Credit Card,2119,debit,Monthly bill,No,Wednesday
TXN202501131,2025-09-03,September,9,2025,BigBasket,BigBasket - Fruits & Vegetables,Groceries,Fruits & Vegetables,Net Banking,5154,debit,Grocery refill,No,Wednesday
TXN202500538,2025-09-04,September,9,2025,More Supermarket,More Supermarket - Household,Groceries,Household,UPI,1112,debit,Monthly essentials,No,Thursday
TXN202500606,2025-09-04,September,9,2025,BookMyShow,BookMyShow - Gaming,Entertainment,Gaming,Credit Card,1141,debit,Movie outing,No,Thursday
TXN202500778,2025-09-04,September,9,2025,McDonalds,McDonalds - Restaurant,Food,Restaurant,Credit Card,997,debit,Lunch order,No,Thursday
TXN202501223,2025-09-04,September,9,2025,Blue Tokai,Blue Tokai - Beverage,Coffee,Beverage,Net Banking,423,debit,Quick break,No,Thursday
TXN202500363,2025-09-05,September,9,2025,BigBasket,BigBasket - Household,Groceries,Household,Debit Card,1097,debit,Fresh produce,No,Friday
TXN202500714,2025-09-05,September,9,2025,Haldiram's,Haldiram's - Online Food,Food,Online Food,Credit Card,765,debit,Lunch order,No,Friday
TXN202500770,2025-09-05,September,9,2025,Nykaa,Nykaa - Personal Care,Shopping,Personal Care,Credit Card,5484,debit,Personal item,No,Friday
TXN202501446,2025-09-05,September,9,2025,Salary Credit,Salary Credit - Freelance,Income,Freelance,Credit Card,61678,credit,Monthly income,Yes,Friday
TXN202500074,2025-09-06,September,9,2025,Third Wave Coffee,Third Wave Coffee - Snacks,Coffee,Snacks,Debit Card,243,debit,Weekend cafe,No,Saturday
TXN202500733,2025-09-06,September,9,2025,Steam,Steam - Movie,Entertainment,Movie,UPI,2249,debit,Event ticket,No,Saturday
TXN202500903,2025-09-06,September,9,2025,RedBus,RedBus - Bus,Transport,Bus,Net Banking,1843,debit,Airport/Station trip,No,Saturday
TXN202501242,2025-09-06,September,9,2025,Amazon,Amazon - Clothing,Shopping,Clothing,UPI,417,debit,Online purchase,No,Saturday
TXN202500033,2025-09-07,September,9,2025,Dominos,Dominos - Fast Food,Food,Fast Food,Wallet,1336,debit,Late night order,No,Sunday
TXN202500089,2025-09-07,September,9,2025,Dominos,Dominos - Restaurant,Food,Restaurant,UPI,1370,debit,Weekend food,No,Sunday
TXN202500575,2025-09-07,September,9,2025,CCD,CCD - Beverage,Coffee,Beverage,Credit Card,295,debit,Quick break,No,Sunday
TXN202501267,2025-09-07,September,9,2025,Myntra,Myntra - Electronics,Shopping,Electronics,Wallet,9276,debit,Replacement item,No,Sunday
TXN202501475,2025-09-07,September,9,2025,CCD,CCD - Snacks,Coffee,Snacks,Debit Card,401,debit,Meeting,No,Sunday
TXN202500324,2025-09-08,September,9,2025,Amazon Kindle,Amazon Kindle - Learning,Education,Learning,UPI,6662,debit,Book purchase,No,Monday
TXN202500386,2025-09-08,September,9,2025,Haldiram's,Haldiram's - Restaurant,Food,Restaurant,Credit Card,918,debit,Office meal,No,Monday
TXN202500511,2025-09-08,September,9,2025,Spotify,Spotify - Mobile Recharge,Bills & Utilities,Mobile Recharge,UPI,3701,debit,Utility payment,Yes,Monday
TXN202500516,2025-09-08,September,9,2025,Blinkit,Blinkit - Daily Essentials,Groceries,Daily Essentials,Wallet,3554,debit,Monthly essentials,No,Monday
TXN202500855,2025-09-08,September,9,2025,DMart,DMart - Fruits & Vegetables,Groceries,Fruits & Vegetables,Credit Card,3930,debit,Monthly essentials,No,Monday
TXN202501089,2025-09-08,September,9,2025,Chaayos,Chaayos - Beverage,Coffee,Beverage,UPI,474,debit,Quick break,No,Monday
TXN202501228,2025-09-08,September,9,2025,DMart,DMart - Monthly Grocery,Groceries,Monthly Grocery,UPI,568,debit,Monthly essentials,No,Monday
TXN202501282,2025-09-08,September,9,2025,Chaayos,Chaayos - Snacks,Coffee,Snacks,Debit Card,233,debit,Evening coffee,No,Monday
TXN202501298,2025-09-08,September,9,2025,Third Wave Coffee,Third Wave Coffee - Snacks,Coffee,Snacks,Credit Card,329,debit,Quick break,No,Monday
TXN202500100,2025-09-09,September,9,2025,Starbucks,Starbucks - Cafe,Coffee,Cafe,UPI,399,debit,Work coffee,No,Tuesday
TXN202500540,2025-09-09,September,9,2025,Zepto,Zepto - Fruits & Vegetables,Groceries,Fruits & Vegetables,UPI,2074,debit,Household items,No,Tuesday
TXN202500569,2025-09-09,September,9,2025,Google One,Google One - Internet,Bills & Utilities,Internet,UPI,2752,debit,Subscription,No,Tuesday
TXN202500678,2025-09-09,September,9,2025,Swiggy,Swiggy - Fast Food,Food,Fast Food,UPI,1245,debit,Lunch order,No,Tuesday
TXN202501227,2025-09-09,September,9,2025,Reliance Fresh,Reliance Fresh - Household,Groceries,Household,Wallet,3306,debit,Household items,No,Tuesday
TXN202501494,2025-09-09,September,9,2025,Google One,Google One - Internet,Bills & Utilities,Internet,Debit Card,2225,debit,Recharge,Yes,Tuesday
TXN202500153,2025-09-10,September,9,2025,CCD,CCD - Snacks,Coffee,Snacks,UPI,616,debit,Weekend cafe,No,Wednesday
TXN202500923,2025-09-10,September,9,2025,Rapido,Rapido - Bike Taxi,Transport,Bike Taxi,UPI,877,debit,Weekend travel,No,Wednesday
TXN202501551,2025-09-10,September,9,2025,Chaayos,Chaayos - Snacks,Coffee,Snacks,Debit Card,134,debit,Meeting,No,Wednesday
TXN202500405,2025-09-11,September,9,2025,Blinkit,Blinkit - Household,Groceries,Household,Credit Card,831,debit,Monthly essentials,No,Thursday
TXN202500830,2025-09-11,September,9,2025,BESCOM,BESCOM - Subscription,Bills & Utilities,Subscription,UPI,3754,debit,Subscription,Yes,Thursday
TXN202501161,2025-09-11,September,9,2025,IRCTC,IRCTC - Train,Transport,Train,Credit Card,195,debit,Local travel,No,Thursday
TXN202501354,2025-09-11,September,9,2025,Zomato,Zomato - Fast Food,Food,Fast Food,UPI,1154,debit,Dinner,No,Thursday
TXN202500136,2025-09-12,September,9,2025,Netmeds,Netmeds - Consultation,Health,Consultation,Credit Card,2200,debit,Doctor consultation,No,Friday
TXN202500228,2025-09-12,September,9,2025,Myntra,Myntra - Online Shopping,Shopping,Online Shopping,UPI,1652,debit,Replacement item,No,Friday
TXN202500523,2025-09-12,September,9,2025,Zomato,Zomato - Restaurant,Food,Restaurant,Net Banking,563,debit,Weekend food,No,Friday
TXN202500971,2025-09-12,September,9,2025,Amazon,Amazon - Online Shopping,Shopping,Online Shopping,UPI,4643,debit,Online purchase,No,Friday
TXN202500443,2025-09-13,September,9,2025,DMart,DMart - Household,Groceries,Household,UPI,2541,debit,Household items,No,Saturday
TXN202501160,2025-09-13,September,9,2025,Ola,Ola - Metro,Transport,Metro,Debit Card,2172,debit,Airport/Station trip,No,Saturday
TXN202500263,2025-09-14,September,9,2025,Starbucks,Starbucks - Cafe,Coffee,Cafe,Debit Card,671,debit,Weekend cafe,No,Sunday
TXN202501322,2025-09-14,September,9,2025,Croma,Croma - Accessories,Shopping,Accessories,UPI,2066,debit,Online purchase,No,Sunday
TXN202501384,2025-09-14,September,9,2025,Blinkit,Blinkit - Household,Groceries,Household,Wallet,2476,debit,Monthly essentials,No,Sunday
TXN202501530,2025-09-14,September,9,2025,Steam,Steam - Gaming,Entertainment,Gaming,UPI,3091,debit,Event ticket,No,Sunday
TXN202500718,2025-09-15,September,9,2025,Flipkart,Flipkart - Clothing,Shopping,Clothing,Debit Card,6735,debit,Replacement item,No,Monday
TXN202501493,2025-09-15,September,9,2025,Zomato,Zomato - Online Food,Food,Online Food,UPI,837,debit,Office meal,No,Monday
TXN202500067,2025-09-16,September,9,2025,DMart,DMart - Household,Groceries,Household,Cash,4138,debit,Household items,No,Tuesday
TXN202500553,2025-09-16,September,9,2025,PlayStation Store,PlayStation Store - Gaming,Entertainment,Gaming,UPI,1603,debit,Game purchase,No,Tuesday
TXN202500615,2025-09-16,September,9,2025,Flipkart,Flipkart - Online Shopping,Shopping,Online Shopping,UPI,8095,debit,Online purchase,No,Tuesday
TXN202500974,2025-09-16,September,9,2025,BESCOM,BESCOM - Internet,Bills & Utilities,Internet,UPI,3444,debit,Recharge,No,Tuesday
TXN202501077,2025-09-16,September,9,2025,Starbucks,Starbucks - Beverage,Coffee,Beverage,UPI,211,debit,Work coffee,No,Tuesday
TXN202500058,2025-09-17,September,9,2025,Reliance Fresh,Reliance Fresh - Fruits & Vegetables,Groceries,Fruits & Vegetables,UPI,2672,debit,Grocery refill,No,Wednesday
TXN202500963,2025-09-17,September,9,2025,Third Wave Coffee,Third Wave Coffee - Beverage,Coffee,Beverage,Credit Card,420,debit,Meeting,No,Wednesday
TXN202501064,2025-09-17,September,9,2025,Uber,Uber - Bike Taxi,Transport,Bike Taxi,Debit Card,555,debit,Office commute,No,Wednesday
TXN202501430,2025-09-17,September,9,2025,Haldiram's,Haldiram's - Restaurant,Food,Restaurant,UPI,999,debit,Dinner,No,Wednesday
TXN202501640,2025-09-17,September,9,2025,Swiggy,Swiggy - Snacks,Food,Snacks,Debit Card,913,debit,Late night order,No,Wednesday
TXN202500035,2025-09-18,September,9,2025,CCD,CCD - Cafe,Coffee,Cafe,Credit Card,341,debit,Weekend cafe,No,Thursday
TXN202501158,2025-09-18,September,9,2025,Amazon Kindle,Amazon Kindle - Books,Education,Books,Debit Card,6577,debit,Book purchase,No,Thursday
TXN202500360,2025-09-19,September,9,2025,Google One,Google One - Electricity,Bills & Utilities,Electricity,Credit Card,3353,debit,Utility payment,No,Friday
TXN202500378,2025-09-19,September,9,2025,Starbucks,Starbucks - Beverage,Coffee,Beverage,Debit Card,505,debit,Quick break,No,Friday
TXN202500498,2025-09-19,September,9,2025,Refund,Refund - Refund,Income,Refund,UPI,542,credit,Freelance payout,Yes,Friday
TXN202500599,2025-09-19,September,9,2025,Third Wave Coffee,Third Wave Coffee - Snacks,Coffee,Snacks,UPI,228,debit,Quick break,No,Friday
TXN202500757,2025-09-19,September,9,2025,Flipkart,Flipkart - Accessories,Shopping,Accessories,Credit Card,1018,debit,Sale purchase,No,Friday
TXN202501037,2025-09-19,September,9,2025,BigBasket,BigBasket - Household,Groceries,Household,Debit Card,2325,debit,Fresh produce,No,Friday
TXN202501032,2025-09-20,September,9,2025,McDonalds,McDonalds - Snacks,Food,Snacks,Credit Card,1303,debit,Late night order,No,Saturday
TXN202501085,2025-09-20,September,9,2025,BookMyShow,BookMyShow - Gaming,Entertainment,Gaming,Credit Card,332,debit,OTT plan,No,Saturday
TXN202501142,2025-09-20,September,9,2025,Unacademy,Unacademy - Stationery,Education,Stationery,Credit Card,4583,debit,Course fee,No,Saturday
TXN202501301,2025-09-20,September,9,2025,Croma,Croma - Electronics,Shopping,Electronics,UPI,9597,debit,Personal item,No,Saturday
TXN202501531,2025-09-20,September,9,2025,CCD,CCD - Beverage,Coffee,Beverage,Debit Card,558,debit,Evening coffee,No,Saturday
TXN202500289,2025-09-21,September,9,2025,Reliance Fresh,Reliance Fresh - Monthly Grocery,Groceries,Monthly Grocery,UPI,1401,debit,Household items,No,Sunday
TXN202500607,2025-09-21,September,9,2025,Flipkart,Flipkart - Electronics,Shopping,Electronics,UPI,6233,debit,Online purchase,No,Sunday
TXN202501248,2025-09-21,September,9,2025,Blinkit,Blinkit - Monthly Grocery,Groceries,Monthly Grocery,Wallet,2889,debit,Monthly essentials,No,Sunday
TXN202500023,2025-09-22,September,9,2025,Blinkit,Blinkit - Daily Essentials,Groceries,Daily Essentials,UPI,422,debit,Grocery refill,No,Monday
TXN202500415,2025-09-22,September,9,2025,Netflix,Netflix - Internet,Bills & Utilities,Internet,UPI,1188,debit,Recharge,No,Monday
TXN202500488,2025-09-22,September,9,2025,BookMyShow,BookMyShow - Gaming,Entertainment,Gaming,UPI,3105,debit,Event ticket,No,Monday
TXN202500605,2025-09-22,September,9,2025,Zomato,Zomato - Snacks,Food,Snacks,UPI,856,debit,Office meal,No,Monday
TXN202500640,2025-09-22,September,9,2025,RedBus,RedBus - Metro,Transport,Metro,UPI,1195,debit,Office commute,No,Monday
